"filename","AB","AF","AU","BP","C1","CC","CH","CL","CR","CT","CY","DE","DI","DT","EM","EP","FN","FU","FX","GA","GE","ID","IS","J9","JI","LA","LT","MC","MI","NR","PA","PD","PG","PI","PN","PS","PT","PU","PY","RI","RID","OI","PM","RP","SC","SI","SN","SO","SU","TA","TC","TI","UT","VR","VL","WC","Z9"
"./data/Ecuador_0114.txt",NA,"Castroviejo-Fisher, Santiago
Guayasamin, Juan M.
Gonzalez-Voyer, Alejandro
Vila, Carles
","Castroviejo-Fisher, S
Guayasamin, JM
Gonzalez-Voyer, A
Vila, C
","66
","[Castroviejo-Fisher, Santiago] Amer Museum Nat Hist, Dept Herpetol, New York, NY 10024 USA.
[Castroviejo-Fisher, Santiago] Pontificia Univ Catolica Rio Grande do Sul, Lab Sistemat Vertebrados, BR-90619900 Porto Alegre, RS, Brazil.
[Guayasamin, Juan M.] Univ Tecnol Indoamer, Ctr Invest Biodiversidad & Cambio Climat, Quito, Ecuador.
[Gonzalez-Voyer, Alejandro; Vila, Carles] Estn Biol Donana EBD CSIC, Conservat & Evolutionary Genet Grp, Seville, Spain.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/jbi.12208
",NA,"castroviejo.fisher@gmail.com
","80
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"1
",NA,NA,NA,NA,NA,NA,103,NA,"JAN
",NA,NA,NA,NA,"J
",NA,2014,"Castroviejo-Fisher, Santiago/G-9007-2013; Vila, Carles/H-4893-2013;
CSIC, EBD Donana/C-4157-2011; 
",NA,"Vila, Carles/0000-0002-4206-5246; CSIC, EBD Donana/0000-0003-4318-6602;
Guayasamin, Juan/0000-0003-0098-978X
",NA,"Castroviejo-Fisher, S (reprint author), Pontificia Univ Catolica Rio Grande do Sul, Lab Sistemat Vertebrados, Av Ipiranga 6681,Predio 40,Sala 110, BR-90619900 Porto Alegre, RS, Brazil.
",NA,NA,"0305-0270
","JOURNAL OF BIOGEOGRAPHY
",NA,NA,10,"Neotropical diversification seen through glassfrogs
","WOS:000328271500007
",1,41,NA,10
"./data/Ecuador_0114.txt",NA,"Baldeck, Claire A.
Kembel, Steven W.
Harms, Kyle E.
Yavitt, Joseph B.
John, Robert
Turner, Benjamin L.
Chuyong, George B.
Kenfack, David
Thomas, Duncan W.
Madawala, Sumedha
Gunatilleke, Nimal
Gunatilleke, Savitri
Bunyavejchewin, Sarayudh
Kiratiprayoon, Somboon
Yaacob, Adzmi
Supardi, Mohd. N. Nur
Valencia, Renato
Navarrete, Hugo
Davies, Stuart J.
Hubbell, Stephen P.
Dalling, James W.
","Baldeck, CA
Kembel, SW
Harms, KE
Yavitt, JB
John, R
Turner, BL
Chuyong, GB
Kenfack, D
Thomas, DW
Madawala, S
Gunatilleke, N
Gunatilleke, S
Bunyavejchewin, S
Kiratiprayoon, S
Yaacob, A
Supardi, MNN
Valencia, R
Navarrete, H
Davies, SJ
Hubbell, SP
Dalling, JW
","1491
","[Baldeck, Claire A.] Univ Illinois, Program Ecol Evolut & Conservat Biol, Urbana, IL 61801 USA.
[Baldeck, Claire A.; Dalling, James W.] Univ Illinois, Dept Plant Biol, Urbana, IL 61801 USA.
[Kembel, Steven W.] Univ Quebec, Dept Sci Biol, Montreal, PQ H3C 3P8, Canada.
[Harms, Kyle E.; Turner, Benjamin L.; Davies, Stuart J.; Dalling, James W.] Smithsonian Trop Res Inst, Balboa, Ancon, Panama.
[Harms, Kyle E.] Louisiana State Univ, Dept Biol Sci, Baton Rouge, LA 70803 USA.
[Yavitt, Joseph B.] Cornell Univ, Dept Nat Resources, Ithaca, NY 14853 USA.
[John, Robert] Indian Inst Sci Educ & Res, Nadia 741252, W Bengal, India.
[Chuyong, George B.] Univ Buea, Dept Plant & Anim Sci, Buea, Cameroon.
[Kenfack, David; Davies, Stuart J.] Harvard Univ, Ctr Trop Forest Sci, Arnold Arboretum Asia Program, Cambridge, MA 02138 USA.
[Thomas, Duncan W.] Oregon State Univ, Dept Bot & Plant Pathol, Corvallis, OR 97331 USA.
[Madawala, Sumedha; Gunatilleke, Nimal; Gunatilleke, Savitri] Univ Peradeniya, Dept Bot, Fac Sci, Peradeniya 20400, Sri Lanka.
[Bunyavejchewin, Sarayudh] Natl Pk Wildlife & Plant Conservat Dept, Bangkok 10900, Thailand.
[Kiratiprayoon, Somboon] Thammasat Univ Rangsit, Fac Sci & Technol, Klongluang 12121, Patumtani, Thailand.
[Yaacob, Adzmi] Univ Teknol MARA, Fac Plantat & Agrotechnol, Shah Alam 40450, Selangor, Malaysia.
[Supardi, Mohd. N. Nur] Forest Res Inst Malaysia, Div Forest Environm, Kepong 52109, Selangor Darul, Malaysia.
[Valencia, Renato; Navarrete, Hugo] Pontificia Univ Catolica Ecuador, Lab Ecol Plantas & Herbario QCA, Escuela Ciencias Biol, Quito, Ecuador.
[Hubbell, Stephen P.] Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles, CA 90095 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s00442-013-2709-5
",NA,"baldeck2@life.illinois.edu
","1498
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"4
",NA,NA,NA,NA,NA,NA,40,NA,"DEC
",NA,NA,NA,NA,"J
",NA,2013,"Turner, Benjamin/E-5940-2011; 
",NA,"Turner, Benjamin/0000-0002-6585-0722; Kembel, Steven/0000-0001-5224-0952
",23851985,"Baldeck, CA (reprint author), Univ Illinois, Dept Plant Biol, 265 Morrill Hall,505 S Goodwin Ave, Urbana, IL 61801 USA.
",NA,NA,"0029-8549
","OECOLOGIA
",NA,NA,10,"A taxonomic comparison of local habitat niches of tropical trees
","WOS:000328210000030
",1,173,NA,10
"./data/Ecuador_0114.txt",NA,"Glen, Alistair S.
Atkinson, Rachel
Campbell, Karl J.
Hagen, Erin
Holmes, Nick D.
Keitt, Bradford S.
Parkes, John P.
Saunders, Alan
Sawyer, John
Torres, Hernan
","Glen, AS
Atkinson, R
Campbell, KJ
Hagen, E
Holmes, ND
Keitt, BS
Parkes, JP
Saunders, A
Sawyer, J
Torres, H
","2589
","[Glen, Alistair S.; Parkes, John P.] Landcare Res, Lincoln 7640, New Zealand.
[Atkinson, Rachel] Charles Darwin Fdn, Santa Cruz, Galapagos, Ecuador.
[Campbell, Karl J.; Hagen, Erin] Isl Conservat, Santiago, Chile.
[Campbell, Karl J.] Univ Queensland, Sch Geog Planning & Environm Management, Brisbane, Qld 4072, Australia.
[Holmes, Nick D.; Keitt, Bradford S.] Univ Calif Santa Cruz, Ctr Ocean Hlth, Santa Cruz, CA 95060 USA.
[Saunders, Alan] Landcare Res, Hamilton 3240, New Zealand.
[Sawyer, John] Auckland Council, Auckland 1142, New Zealand.
[Torres, Hernan] Torres Asociados Ltd, Santiago, Chile.
",NA,NA,NA,NA,NA,NA,NA,"10.1007/s10530-013-0495-y
",NA,"GlenA@landcareresearch.co.nz
","2603
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"12
",NA,NA,NA,NA,NA,NA,100,NA,"DEC
",NA,NA,NA,NA,"J
",NA,2013,NA,NA,NA,NA,"Glen, AS (reprint author), Landcare Res, POB 69040, Lincoln 7640, New Zealand.
",NA,NA,"1387-3547
","BIOLOGICAL INVASIONS
",NA,NA,33,"Eradicating multiple invasive species on inhabited islands: the next big
step in island restoration?
","WOS:000327239500001
",1,15,NA,33
"./data/Ecuador_0114.txt",NA,"Levin, I. I.
Zwiers, P.
Deem, S. L.
Geest, E. A.
Higashiguchi, J. M.
Iezhova, T. A.
Jimenez-Uzcategui, G.
Kim, D. H.
Morton, J. P.
Perlut, N. G.
Renfrew, R. B.
Sari, E. H. R.
Valkiunas, G.
Parker, P. G.
","Levin, II
Zwiers, P
Deem, SL
Geest, EA
Higashiguchi, JM
Iezhova, TA
Jimenez-Uzcategui, G
Kim, DH
Morton, JP
Perlut, NG
Renfrew, RB
Sari, EHR
Valkiunas, G
Parker, PG
","1366
","[Levin, I. I.; Zwiers, P.; Geest, E. A.; Higashiguchi, J. M.; Morton, J. P.; Sari, E. H. R.; Parker, P. G.] Univ Missouri, Dept Biol, St Louis, MO 63121 USA.
[Levin, I. I.; Sari, E. H. R.; Parker, P. G.] Univ Missouri, Whitney R Harris World Ecol Ctr, St Louis, MO 63121 USA.
[Levin, I. I.; Deem, S. L.; Parker, P. G.] St Louis Zoo, WildCare Inst, St Louis, MO 63110 USA.
[Iezhova, T. A.; Valkiunas, G.] Nat Res Ctr, Inst Ecol, LT-08412 Vilnius 21, Lithuania.
[Jimenez-Uzcategui, G.; Parker, P. G.] Charles Darwin Fdn, EC-200350 Santa Cruz Isl, Galapagos, Ecuador.
[Kim, D. H.] Whooping Crane Maintenance Trust, Wood River, NE 68883 USA.
[Perlut, N. G.] Univ New England, Dept Environm Studies, Biddeford, ME 04005 USA.
[Renfrew, R. B.] Vermont Ctr Ecostudies, Norwich, VT 05055 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/cobi.12127
",NA,"Iris.Levin@umsl.edu
","1377
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"6
",NA,NA,NA,NA,NA,NA,56,NA,"DEC
",NA,NA,NA,NA,"J
",NA,2013,NA,NA,NA,24033638,"Levin, II (reprint author), Univ Missouri, Dept Biol, 1 Univ Blvd, St Louis, MO 63121 USA.
",NA,NA,"0888-8892
","CONSERVATION BIOLOGY
",NA,NA,29,"Multiple Lineages of Avian Malaria Parasites (Plasmodium) in the
Galapagos Islands and Evidence for Arrival via Migratory Birds
","WOS:000327564300025
",1,27,NA,33
"./data/Ecuador_0114.txt",NA,"Shik, Jonathan Z.
Donoso, David A.
Kaspari, Michael
","Shik, JZ
Donoso, DA
Kaspari, M
","99
","[Shik, Jonathan Z.] N Carolina State Univ, Dept Entomol, Raleigh, NC 27695 USA.
[Shik, Jonathan Z.; Kaspari, Michael] Smithsonian Trop Res Inst, Ancon 084303092, Panama.
[Donoso, David A.] Univ Tecn Particular Loja, Dept Ciencias Nat, Loja 1101608, Ecuador.
[Kaspari, Michael] Univ Oklahoma, Grad Program Ecol & Evolutionary Biol, Norman, OK 73019 USA.
[Kaspari, Michael] Univ Oklahoma, Dept Zool, Norman, OK 73019 USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/eea.12117
",NA,"jonathan.shik@gmail.com
","109
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,102,NA,"NOV
",NA,NA,NA,NA,"J
",NA,2013,"Donoso, David/A-2059-2016; 
",NA,"Donoso, David/0000-0002-3408-1457; Kaspari, Michael/0000-0002-9717-5768
",NA,"Shik, JZ (reprint author), Smithsonian Trop Res Inst, Balboa, Panama.
",NA,NA,"0013-8703
","ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA
",NA,NA,8,"The life history continuum hypothesis links traits of male ants with
life outside the nest
","WOS:000325356200001
",1,149,NA,8
"./data/Ecuador_0114.txt",NA,"Zeddam, Jean-Louis
Lery, Xavier
Gomez-Bonilla, Yannery
Espinel-Correal, Carlos
Paez, David
Rebaudo, Francois
Lopez-Ferber, Miguel
","Zeddam, JL
Lery, X
Gomez-Bonilla, Y
Espinel-Correal, C
Paez, D
Rebaudo, F
Lopez-Ferber, M
","138
","[Zeddam, Jean-Louis; Paez, David; Rebaudo, Francois] Pontificia Univ Catolica Ecuador, Fac Ciencias Nat & Biol, Quito, Ecuador.
[Zeddam, Jean-Louis; Lery, Xavier; Rebaudo, Francois] CNRS, Lab Evolut Genomes & Speciat, IRD, UR 072,UPR 9034, F-91198 Gif Sur Yvette, France.
[Zeddam, Jean-Louis; Rebaudo, Francois] Univ Paris 11, F-91405 Orsay, France.
[Lery, Xavier] IRD, UR072, Ctr Rech, F-30380 St Christol Les Ales, France.
[Gomez-Bonilla, Yannery] Inst Natl Invest & Transferencia Technol Agr INTA, San Jose, Costa Rica.
[Espinel-Correal, Carlos] CORPOICA, Ctr Biotecnol & Bioind, Cundinamarca, Colombia.
[Lopez-Ferber, Miguel] Ctr LGEI, Ecole Mines Ales, F-30100 Ales, France.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/eea.12115
",NA,"jean-louis.zeddam@ird.fr
","147
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"2
",NA,NA,NA,NA,NA,NA,48,NA,"NOV
",NA,NA,NA,NA,"J
",NA,2013,"Rebaudo, Francois/F-9115-2011; Lopez-Ferber, Miguel/F-5465-2012
",NA,"Rebaudo, Francois/0000-0002-3672-0101; Lopez-Ferber,
Miguel/0000-0002-3850-1703
",NA,"Zeddam, JL (reprint author), IRD DER, 911,Ave Agropolis,BP 64501, F-34394 Montpellier, France.
",NA,NA,"0013-8703
","ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA
",NA,NA,1,"Responses of different geographic populations of two potato tuber moth
species to genetic variants of Phthorimaea operculella granulovirus
","WOS:000325356200005
",1,149,NA,1
"./data/Ecuador_0114.txt",NA,"Espinosa, Carlos I.
Luzuriaga, Arantzazu L.
de la Cruz, Marcelino
Montero, Marianne
Escudero, Adrian
","Espinosa, CI
Luzuriaga, AL
de la Cruz, M
Montero, M
Escudero, A
","1098
","[Espinosa, Carlos I.; Montero, Marianne] Univ Tecn Particular Loja, Dept Ciencias Nat, Marcelino Champagnat, Loja, Ecuador.
[Luzuriaga, Arantzazu L.; de la Cruz, Marcelino; Escudero, Adrian] Univ Rey Juan Carlos, ESCET, Dept Biol & Geol, E-28933 Madrid, Spain.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/jvs.12043
",NA,"ciespinosa@utpl.edu.ec; arantzazu.lopezdeluzuriaga@urjc.es;
marcelino.delacruz@urjc.es; mmontero@utpl.edu.ec;
adrian.escudero@urjc.es
","1107
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"6
",NA,NA,NA,NA,NA,NA,51,NA,"NOV
",NA,NA,NA,NA,"J
",NA,2013,"Luzuriaga, Aran/A-3734-2009; Escudero, Adrian/H-5046-2015; De la Cruz
Rot, Marcelino/M-6124-2015; 
",NA,"Luzuriaga, Aran/0000-0001-5023-7813; Escudero,
Adrian/0000-0002-1427-5465; De la Cruz Rot,
Marcelino/0000-0002-9080-4525; Espinosa, Carlos Ivan/0000-0002-5330-4505
",NA,"Espinosa, CI (reprint author), Univ Tecn Particular Loja, Dept Ciencias Nat, Marcelino Champagnat, Loja, Ecuador.
",NA,NA,"1100-9233
","JOURNAL OF VEGETATION SCIENCE
",NA,NA,3,"Co-occurring grazing and climate stressors have different effects on the
total seed bank when compared to the persistent seed bank
","WOS:000325370200014
",1,24,NA,3
"./data/Ecuador_0114.txt",NA,"Duraes, Renata
Carrasco, Luis
Smith, Thomas B.
Karubian, Jordan
","Duraes, R
Carrasco, L
Smith, TB
Karubian, J
","203
","[Duraes, Renata; Karubian, Jordan] Tulane Univ, Dept Ecol & Evolutionary Biol, New Orleans, LA 70118 USA.
[Carrasco, Luis] Fdn Conservac los Andes Trop, Quito, Ecuador.
[Smith, Thomas B.; Karubian, Jordan] Univ Calif Los Angeles, Ctr Trop Res, Inst Environm, Los Angeles, CA USA.
[Smith, Thomas B.] Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles, CA USA.
",NA,NA,NA,NA,NA,NA,NA,"10.1016/j.biocon.2013.07.007
",NA,"jk@tulane.edu
","211
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,"OCT
",NA,NA,NA,NA,"J
",NA,2013,"Ribeiro, Renata/J-3943-2014; Karubian, Jordan/A-4364-2015
",NA,"Ribeiro, Renata/0000-0002-8177-4109; Karubian,
Jordan/0000-0001-8201-9992
",NA,"Karubian, J (reprint author), Tulane Univ, Dept Ecol & Evolutionary Biol, New Orleans, LA 70118 USA.
",NA,NA,"0006-3207
","BIOLOGICAL CONSERVATION
",NA,NA,7,"Effects of forest disturbance and habitat loss on avian communities in a
Neotropical biodiversity hotspot
","WOS:000328523900023
",1,166,NA,7
"./data/Ecuador_0114.txt",NA,"Tinoco, Boris A.
Astudillo, Pedro X.
Latta, Steven C.
Strubbe, Diederik
Graham, Catherine H.
","Tinoco, BA
Astudillo, PX
Latta, SC
Strubbe, D
Graham, CH
","602
","[Tinoco, Boris A.; Graham, Catherine H.] SUNY Stony Brook, Dept Ecol & Evolut, Stony Brook, NY 11794 USA.
[Astudillo, Pedro X.] Univ Azuay, Escuela Biol Ecol & Gest, Cuenca, Ecuador.
[Latta, Steven C.] Natl Aviary, Allegheny Commons West, Pittsburgh, PA 15212 USA.
[Strubbe, Diederik] Univ Antwerp, Evolutionary Ecol Grp, Dept Biol, B-20 Antwerp, Belgium.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/btp.12047
",NA,"btinoco@life.bio.sunysb.edu
","611
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"5
",NA,NA,NA,NA,NA,NA,76,NA,"SEP
",NA,NA,NA,NA,"J
",NA,2013,"Graham, Catherine/A-9560-2011; Strubbe, Diederik/J-4299-2015
",NA,"Strubbe, Diederik/0000-0002-2613-4985
",NA,"Tinoco, BA (reprint author), SUNY Stony Brook, Dept Ecol & Evolut, 650 Life Sci Bldg, Stony Brook, NY 11794 USA.
",NA,NA,"0006-3606
","BIOTROPICA
",NA,NA,3,"Influence of Patch Factors and Connectivity on the Avifauna of
Fragmented Polylepis Forest in the Ecuadorian Andes
","WOS:000323829800009
",1,45,NA,4
"./data/Ecuador_0114.txt",NA,"Chisholm, Ryan A.
Muller-Landau, Helene C.
Abdul Rahman, Kassim
Bebber, Daniel P.
Bin, Yue
Bohlman, Stephanie A.
Bourg, Norman A.
Brinks, Joshua
Bunyavejchewin, Sarayudh
Butt, Nathalie
Cao, Honglin
Cao, Min
Cardenas, Dairon
Chang, Li-Wan
Chiang, Jyh-Min
Chuyong, George
Condit, Richard
Dattaraja, Handanakere S.
Davies, Stuart
Duque, Alvaro
Fletcher, Christine
Gunatilleke, Nimal
Gunatilleke, Savitri
Hao, Zhanqing
Harrison, Rhett D.
Howe, Robert
Hsieh, Chang-Fu
Hubbell, Stephen P.
Itoh, Akira
Kenfack, David
Kiratiprayoon, Somboon
Larson, Andrew J.
Lian, Juyu
Lin, Dunmei
Liu, Haifeng
Lutz, James A.
Ma, Keping
Malhi, Yadvinder
McMahon, Sean
McShea, William
Meegaskumbura, Madhava
Razman, Salim Mohd
Morecroft, Michael D.
Nytch, Christopher J.
Oliveira, Alexandre
Parker, Geoffrey G.
Pulla, Sandeep
Punchi-Manage, Ruwan
Romero-Saltos, Hugo
Sang, Weiguo
Schurman, Jon
Su, Sheng-Hsin
Sukumar, Raman
Sun, I-Fang
Suresh, Hebbalalu S.
Tan, Sylvester
Thomas, Duncan
Thomas, Sean
Thompson, Jill
Valencia, Renato
Wolf, Amy
Yap, Sandra
Ye, Wanhui
Yuan, Zuoqiang
Zimmerman, Jess K.
","Chisholm, RA
Muller-Landau, HC
Abdul Rahman, K
Bebber, DP
Bin, Y
Bohlman, SA
Bourg, NA
Brinks, J
Bunyavejchewin, S
Butt, N
Cao, HL
Cao, M
Cardenas, D
Chang, LW
Chiang, JM
Chuyong, G
Condit, R
Dattaraja, HS
Davies, S
Duque, A
Fletcher, C
Gunatilleke, N
Gunatilleke, S
Hao, ZQ
Harrison, RD
Howe, R
Hsieh, CF
Hubbell, SP
Itoh, A
Kenfack, D
Kiratiprayoon, S
Larson, AJ
Lian, JY
Lin, DM
Liu, HF
Lutz, JA
Ma, KP
Malhi, Y
McMahon, S
McShea, W
Meegaskumbura, M
Razman, SM
Morecroft, MD
Nytch, CJ
Oliveira, A
Parker, GG
Pulla, S
Punchi-Manage, R
Romero-Saltos, H
Sang, WG
Schurman, J
Su, SH
Sukumar, R
Sun, IF
Suresh, HS
Tan, S
Thomas, D
Thomas, S
Thompson, J
Valencia, R
Wolf, A
Yap, S
Ye, WH
Yuan, ZQ
Zimmerman, JK
",NA,"[Chisholm, Ryan A.; Muller-Landau, Helene C.; Condit, Richard; Hubbell, Stephen P.] Smithsonian Trop Res Inst, Balboa, Ancon, Panama.
[Abdul Rahman, Kassim; Fletcher, Christine; Razman, Salim Mohd] Forest Res Inst Malaysia, Kepong 52109, Selangor Darul, Malaysia.
[Bebber, Daniel P.] Earthwatch Inst, Oxford OX2 7DE, England.
[Bin, Yue; Cao, Honglin; Lian, Juyu; Ye, Wanhui] Chinese Acad Sci, South China Bot Garden, Key Lab Plant Resources Conservat & Sustainable U, Guangzhou 510650, Guangdong, Peoples R China.
[Bohlman, Stephanie A.] Univ Florida, Sch Forest Resources & Conservat, Gainesville, FL 32611 USA.
[Bourg, Norman A.; McShea, William] Natl Zool Pk, Smithsonian Conservat Biol Inst, Conservat Ecol Ctr, Front Royal, VA 22630 USA.
[Brinks, Joshua; McMahon, Sean; Parker, Geoffrey G.] Smithsonian Environm Res Ctr, Edgewater, MD 21037 USA.
[Bunyavejchewin, Sarayudh] Dept Natl Pk Wildlife & Plant Conservat, Res Off, Bangkok 10900, Thailand.
[Butt, Nathalie; Malhi, Yadvinder] Univ Oxford, Sch Geog & Environm, Environm Change Inst, Oxford OX1 3QY, England.
[Butt, Nathalie] Univ Queensland, ARC Ctr Excellence Environm Decis, St Lucia, Qld 4072, Australia.
[Cao, Min] Chinese Acad Sci, Xishuangbanna Trop Bot Garden, Key Lab Trop Forest Ecol, Kunming 650223, Peoples R China.
[Cardenas, Dairon] Inst Amazon Invest Cient Sinchi, Bogota, Colombia.
[Chang, Li-Wan; Su, Sheng-Hsin] Taiwan Forestry Res Inst, Taipei 10066, Taiwan.
[Chiang, Jyh-Min] Tunghai Univ, Dept Life Sci, Taichung 40704, Taiwan.
[Chuyong, George] Univ Buea, Dept Plant & Anim Sci, Buea, Swp, Cameroon.
[Dattaraja, Handanakere S.; Pulla, Sandeep; Sukumar, Raman; Suresh, Hebbalalu S.] Indian Inst Sci, Ctr Ecol Sci, Bangalore 560012, Karnataka, India.
[Davies, Stuart; Kenfack, David; Tan, Sylvester] Smithsonian Inst, Dept Bot, MRC 166, Washington, DC 20013 USA.
[Duque, Alvaro] Univ Nacl Colombia, Medellin, Colombia.
[Gunatilleke, Nimal; Gunatilleke, Savitri; Meegaskumbura, Madhava] Univ Peradeniya, Fac Sci, Dept Bot, Peradeniya 20400, Sri Lanka.
[Hao, Zhanqing; Yuan, Zuoqiang] Chinese Acad Sci, Inst Appl Ecol, State Key Lab Forest & Soil Ecol, Shenyang 110164, Peoples R China.
[Harrison, Rhett D.] Chinese Acad Sci, Kunming Inst Bot, Kunming 650201, Peoples R China.
[Harrison, Rhett D.] World Agroforestry Inst, East Asia Off, Kunming 650201, Peoples R China.
[Howe, Robert; Wolf, Amy] Univ Wisconsin Green Bay, Dept Nat & Appl Sci, Green Bay, WI 54311 USA.
[Hsieh, Chang-Fu] Natl Taiwan Univ, Inst Ecol & Evolutionary Biol, Taipei 10617, Taiwan.
[Hubbell, Stephen P.] Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles, CA 90095 USA.
[Itoh, Akira] Osaka City Univ, Grad Sch Sci, Osaka 5588585, Japan.
[Kiratiprayoon, Somboon] Thammasat Univ Rangsit, Fac Sci & Technol, Klongluang 12121, Patumtani, Thailand.
[Larson, Andrew J.] Univ Montana, Dept Forest Management, Missoula, MT 59812 USA.
[Lin, Dunmei; Liu, Haifeng; Ma, Keping; Sang, Weiguo] Chinese Acad Sci, Inst Bot, State Key Lab Vegetat & Environm Change, Beijing 100093, Peoples R China.
[Lin, Dunmei] Chinese Acad Sci, Grad Univ, Beijing 100049, Peoples R China.
[Liu, Haifeng; Sang, Weiguo] Minzu Univ China, Coll Life & Environm Sci, Beijing 100081, Peoples R China.
[Lutz, James A.] Utah State Univ, Wildland Resources Dept, Logan, UT 84322 USA.
[Morecroft, Michael D.] Nat England, Winchester SO23 7BT, Hants, England.
[Nytch, Christopher J.; Thompson, Jill; Zimmerman, Jess K.] Univ Puerto Rico, Inst Trop Ecosyst Studies, San Juan, PR 00936 USA.
[Oliveira, Alexandre] Univ Sao Paulo, Dept Ecol IB, BR-04582050 Sao Paulo, Brazil.
[Punchi-Manage, Ruwan] Univ Gottingen, Dept Ecosyst Modeling, D-37077 Gottingen, Germany.
[Romero-Saltos, Hugo; Valencia, Renato] Pontificia Univ Catolica Ecuador, Escuela Ciencias Biol, Quito, Ecuador.
[Schurman, Jon; Thomas, Sean] Univ Toronto, Toronto, ON M5S 3B3, Canada.
[Sun, I-Fang] Natl Dong Hwa Univ, Dept Nat Resources & Environm Studies, Hualien 97401, Taiwan.
[Thomas, Duncan] Oregon State Univ, Dept Bot & Plant Pathol, Corvallis, OR 97331 USA.
[Thompson, Jill] Ctr Ecol & Hydrol, Penicuik EH26 0QB, Midlothian, Scotland.
[Yap, Sandra] Univ Philippines Diliman, Inst Biol, Quezon City 1101, Ncr, Philippines.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/1365-2745.12132
",NA,"ryan.chis@gmail.com
",NA,"Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"5
",NA,NA,NA,NA,NA,NA,51,NA,"SEP
",NA,NA,NA,NA,"J
",NA,2013,"Butt, Nathalie/B-3558-2014; Thompson, Jill/K-2200-2012; Oliveira,
Alexandre/G-8830-2012; Chisholm, Ryan/H-8033-2012; 
",NA,"Thompson, Jill/0000-0002-4370-2593; Oliveira,
Alexandre/0000-0001-5526-8109; Lin, Dunmei/0000-0001-6112-7783; Chiang,
Jyh-Min/0000-0002-6293-1551; Bourg, Norman/0000-0002-7443-1992
",NA,"Chisholm, RA (reprint author), Smithsonian Trop Res Inst, POB 0843-03092, Balboa, Ancon, Panama.
",NA,NA,"0022-0477
","JOURNAL OF ECOLOGY
",NA,NA,2,"Scale-dependent relationships between tree species richness and
ecosystem function in forests
","WOS:000323699000013
",1,101,NA,2
"./data/Ecuador_0114.txt",NA,"Hutter, Carl R.
Guayasamin, Juan M.
Wiens, John J.
","Hutter, CR
Guayasamin, JM
Wiens, JJ
","1135
","[Hutter, Carl R.; Wiens, John J.] Univ Arizona, Dept Ecol & Evolutionary Biol, Tucson, AZ 85721 USA.
[Guayasamin, Juan M.] Univ Tecnol Indoamer, Ctr Invest Biodiversidad & Cambio Climat BioCamb, Quito, Ecuador.
",NA,NA,NA,NA,NA,NA,NA,"10.1111/ele.12148
",NA,"carl.hutter@gmail.com
","1144
","Thomson Reuters Web of Science™
",NA,NA,NA,NA,NA,"9
",NA,NA,NA,NA,NA,NA,50,NA,"SEP
",NA,NA,NA,NA,"J
",NA,2013,"Hutter, Carl/A-7380-2015; 
",NA,"Guayasamin, Juan/0000-0003-0098-978X; Wiens, John/0000-0003-4243-1127
",23802805,"Hutter, CR (reprint author), Univ Arizona, Dept Ecol & Evolutionary Biol, Tucson, AZ 85721 USA.
",NA,NA,"1461-023X
","ECOLOGY LETTERS
",NA,NA,31,"Explaining Andean megadiversity: the evolutionary and ecological causes
of glassfrog elevational richness patterns
","WOS:000323159300003
",1,16,NA,32
